phase,date,y_true,y_pred,correct,confidence,entropy,cumulative_acc,balanced_acc,macro_f1
PHASE1_TRAIN,2017-01-06,3,3,1,0.708,1.2409,0.4726,0.2045,0.199
PHASE1_TRAIN,2018-04-13,3,3,1,0.708,1.3057,0.479,0.213,0.2084
PHASE1_TRAIN,2016-10-05,3,3,1,0.7079,1.1648,0.4638,0.179,0.1685
PHASE1_TRAIN,2017-03-24,3,3,1,0.7079,1.2455,0.4927,0.2069,0.2007
PHASE1_TRAIN,2018-05-23,3,3,1,0.7076,1.3023,0.48,0.214,0.2092
PHASE1_TRAIN,2017-09-28,3,3,1,0.7075,1.3266,0.4995,0.2056,0.1985
PHASE1_TRAIN,2016-09-19,3,3,1,0.7073,1.1518,0.4916,0.1811,0.1688
PHASE1_TRAIN,2017-03-27,3,3,1,0.7072,1.3494,0.4847,0.2056,0.1991
PHASE1_TRAIN,2017-01-23,3,3,1,0.7071,1.2714,0.4674,0.2043,0.1991
PHASE1_TRAIN,2017-11-21,3,3,1,0.7071,1.3263,0.4983,0.2057,0.1982
PHASE1_TRAIN,2016-09-27,3,3,1,0.7066,1.1309,0.4895,0.1839,0.1716
PHASE1_TRAIN,2016-12-27,3,3,1,0.7065,1.3815,0.4625,0.199,0.1932
PHASE1_TRAIN,2016-11-21,3,3,1,0.7064,1.2827,0.4594,0.1988,0.1929
PHASE1_TRAIN,2017-08-31,3,3,1,0.7064,1.2503,0.495,0.2056,0.1988
PHASE1_TRAIN,2016-07-26,3,3,1,0.7062,1.1751,0.5144,0.1862,0.1707
PHASE1_TRAIN,2016-10-19,3,3,1,0.7061,1.2478,0.4698,0.1881,0.1798
PHASE1_TRAIN,2016-10-10,3,3,1,0.706,1.0644,0.5016,0.184,0.1712
PHASE1_TRAIN,2017-01-03,3,3,1,0.706,1.2832,0.4703,0.2043,0.1989
PHASE1_TRAIN,2017-07-21,3,3,1,0.7059,1.2638,0.4968,0.2063,0.2001
PHASE1_TRAIN,2016-09-06,3,3,1,0.7056,1.2551,0.4948,0.181,0.1689
PHASE3_TEST,2024-02-28,3,3,1,0.7056,1.3984,0.4407,0.2084,0.197
PHASE1_TRAIN,2016-08-09,3,3,1,0.7055,0.8887,0.375,0.25,0.1818
PHASE1_TRAIN,2017-09-22,3,3,1,0.7055,1.2848,0.4979,0.2056,0.1986
PHASE1_TRAIN,2017-10-11,3,3,1,0.7053,1.2924,0.4995,0.2061,0.1992
PHASE1_TRAIN,2016-10-06,3,3,1,0.705,1.054,0.4684,0.178,0.1667
PHASE1_TRAIN,2021-08-27,3,3,1,0.705,1.4438,0.447,0.2082,0.198
PHASE1_TRAIN,2017-03-28,3,3,1,0.7049,1.3254,0.4892,0.2052,0.1984
PHASE1_TRAIN,2017-06-23,3,3,1,0.7049,1.338,0.5013,0.2065,0.2001
PHASE3_TEST,2024-05-17,3,3,1,0.7049,1.3741,0.4426,0.2083,0.1964
PHASE1_TRAIN,2017-03-17,3,3,1,0.7045,1.1548,0.4775,0.2056,0.1996
PHASE1_TRAIN,2017-10-09,3,3,1,0.7045,1.3265,0.4974,0.2055,0.1985
PHASE1_TRAIN,2017-06-29,3,3,1,0.7044,1.3105,0.5014,0.2065,0.2001
PHASE2_UPGRADE,2023-10-25,3,3,1,0.7044,1.4202,0.4398,0.2086,0.1982
PHASE1_TRAIN,2016-10-12,3,3,1,0.7041,1.1819,0.4643,0.1839,0.1754
PHASE3_TEST,2024-03-28,3,3,1,0.7041,1.3898,0.4418,0.2084,0.1968
PHASE1_TRAIN,2017-06-26,3,3,1,0.704,1.3982,0.4998,0.2065,0.2002
PHASE1_TRAIN,2017-09-26,3,3,1,0.7039,1.2947,0.497,0.2055,0.1985
PHASE1_TRAIN,2016-11-23,3,3,1,0.7038,1.2503,0.4606,0.2013,0.1955
PHASE1_TRAIN,2018-05-22,3,3,1,0.7038,1.3082,0.4799,0.214,0.2092
PHASE1_TRAIN,2016-09-20,3,3,1,0.7035,1.1151,0.4942,0.1843,0.1726
PHASE1_TRAIN,2017-01-04,3,3,1,0.7035,1.2436,0.4662,0.2041,0.1989
PHASE1_TRAIN,2017-06-07,3,3,1,0.7034,1.3212,0.4988,0.2083,0.2023
PHASE1_TRAIN,2017-10-05,3,3,1,0.7034,1.353,0.4998,0.2061,0.1991
PHASE1_TRAIN,2017-01-23,3,3,1,0.7033,1.2559,0.4743,0.2044,0.1986
PHASE1_TRAIN,2021-05-03,3,3,1,0.7031,1.4036,0.4463,0.2089,0.1995
PHASE1_TRAIN,2017-03-24,3,3,1,0.7029,1.3096,0.4832,0.2056,0.1993
PHASE1_TRAIN,2017-08-07,3,3,1,0.7029,1.268,0.4986,0.2075,0.2012
PHASE1_TRAIN,2017-08-31,1,1,1,0.7028,1.359,0.4964,0.2058,0.1989
PHASE1_TRAIN,2017-09-26,3,3,1,0.7027,1.2595,0.4946,0.2062,0.1997
PHASE1_TRAIN,2016-12-19,3,3,1,0.7025,1.3546,0.4621,0.1989,0.1932
PHASE1_TRAIN,2016-08-24,3,3,1,0.7023,0.9929,0.4332,0.1781,0.1616
PHASE1_TRAIN,2016-09-02,3,3,1,0.7023,1.3244,0.492,0.1832,0.171
PHASE1_TRAIN,2016-12-30,3,3,1,0.7023,1.1945,0.4611,0.2013,0.1953
PHASE1_TRAIN,2017-03-08,3,3,1,0.7023,1.3117,0.4825,0.2047,0.1981
PHASE1_TRAIN,2017-08-28,3,3,1,0.7023,1.3097,0.4997,0.208,0.2017
PHASE1_TRAIN,2017-03-15,3,3,1,0.7017,1.3005,0.4752,0.2062,0.2007
PHASE1_TRAIN,2021-09-03,3,3,1,0.7017,1.4617,0.4471,0.2082,0.198
PHASE1_TRAIN,2017-03-14,3,3,1,0.7016,1.2432,0.4748,0.2064,0.2012
PHASE1_TRAIN,2017-08-02,3,3,1,0.7015,1.227,0.4994,0.2078,0.2016
PHASE1_TRAIN,2018-08-31,3,3,1,0.7013,1.3571,0.4769,0.2126,0.2068
PHASE1_TRAIN,2017-04-18,3,3,1,0.7011,1.2702,0.49,0.2052,0.1984
PHASE1_TRAIN,2021-09-02,3,3,1,0.7009,1.4639,0.447,0.2082,0.198
PHASE1_TRAIN,2017-02-10,3,3,1,0.7007,1.316,0.465,0.2048,0.1997
PHASE1_TRAIN,2017-02-21,3,3,1,0.7005,1.2729,0.4753,0.2064,0.2012
PHASE1_TRAIN,2017-03-08,3,3,1,0.7005,1.2506,0.4784,0.2056,0.1996
PHASE1_TRAIN,2017-01-25,3,3,1,0.7002,1.2683,0.4594,0.2038,0.1988
PHASE1_TRAIN,2017-03-13,3,3,1,0.7002,1.3213,0.4725,0.2061,0.201
PHASE3_TEST,2024-05-15,3,3,1,0.7,1.4214,0.4426,0.2083,0.1964
