phase,date,y_true,y_pred,correct,confidence,entropy,cumulative_acc,balanced_acc,macro_f1
PHASE1_TRAIN,2017-03-13,3,3,1,0.7525,1.1413,0.4746,0.2064,0.2012
PHASE1_TRAIN,2017-03-29,3,3,1,0.7522,1.2328,0.485,0.2056,0.1991
PHASE1_TRAIN,2016-10-24,3,3,1,0.7521,1.1256,0.4645,0.1783,0.1684
PHASE1_TRAIN,2017-11-06,3,3,1,0.7518,1.0557,0.4994,0.2063,0.1991
PHASE1_TRAIN,2016-08-24,3,3,1,0.7517,0.9936,0.5091,0.1862,0.1719
PHASE1_TRAIN,2017-01-05,3,3,1,0.7516,1.0637,0.459,0.2033,0.1983
PHASE1_TRAIN,2017-03-15,3,3,1,0.7516,1.1294,0.4802,0.2057,0.1996
PHASE1_TRAIN,2016-09-08,3,3,1,0.7515,0.9999,0.4905,0.1803,0.1684
PHASE1_TRAIN,2017-04-11,3,3,1,0.7511,1.1406,0.4846,0.2059,0.1996
PHASE1_TRAIN,2019-02-26,3,3,1,0.7511,1.1264,0.4593,0.2126,0.207
PHASE1_TRAIN,2017-10-03,3,3,1,0.7508,1.2243,0.4997,0.2061,0.1991
PHASE1_TRAIN,2016-09-02,3,3,1,0.7507,1.081,0.4663,0.1792,0.1689
PHASE1_TRAIN,2019-07-15,3,3,1,0.7505,1.266,0.4653,0.2107,0.2031
PHASE1_TRAIN,2016-10-06,3,3,1,0.75,1.1382,0.4923,0.1847,0.1723
PHASE1_TRAIN,2017-02-08,3,3,1,0.7496,0.9567,0.46,0.2039,0.1989
PHASE1_TRAIN,2017-02-21,3,3,1,0.7496,1.1805,0.4742,0.2064,0.2013
PHASE1_TRAIN,2016-08-15,3,3,1,0.7495,0.9134,0.5124,0.1864,0.1713
PHASE1_TRAIN,2017-01-11,3,3,1,0.7488,1.1544,0.4734,0.2042,0.1985
PHASE1_TRAIN,2017-01-11,3,3,1,0.7485,1.0944,0.4591,0.2032,0.1982
PHASE1_TRAIN,2016-07-27,3,3,1,0.7483,0.9383,0.3669,0.1699,0.1533
PHASE1_TRAIN,2017-03-07,3,3,1,0.7482,1.1507,0.4806,0.2055,0.1994
PHASE1_TRAIN,2017-04-03,3,3,1,0.7481,1.2392,0.4854,0.2057,0.1992
PHASE1_TRAIN,2017-10-04,3,3,1,0.7481,1.2325,0.4998,0.2061,0.1991
PHASE1_TRAIN,2017-10-11,3,3,1,0.7479,1.2133,0.5,0.2061,0.1991
PHASE1_TRAIN,2017-03-31,3,3,1,0.7478,1.1861,0.4868,0.2055,0.1988
PHASE1_TRAIN,2016-08-02,3,3,1,0.7477,0.9961,0.4588,0.186,0.1684
PHASE1_TRAIN,2016-08-24,3,3,1,0.7477,1.0458,0.4568,0.1867,0.1697
PHASE1_TRAIN,2016-08-26,3,3,1,0.7477,0.9354,0.4082,0.2471,0.2404
PHASE1_TRAIN,2017-01-03,3,3,1,0.7476,1.1714,0.466,0.2041,0.1989
PHASE1_TRAIN,2016-08-08,3,3,1,0.7474,0.8884,0.3878,0.1743,0.1574
PHASE1_TRAIN,2017-03-15,3,3,1,0.7474,1.2303,0.475,0.2056,0.1999
PHASE1_TRAIN,2017-05-05,3,3,1,0.7471,1.1772,0.499,0.2073,0.2009
PHASE1_TRAIN,2016-07-28,3,3,1,0.747,1.0301,0.503,0.1896,0.1742
PHASE1_TRAIN,2016-08-30,3,3,1,0.7463,1.1141,0.5414,0.1901,0.1763
PHASE1_TRAIN,2016-08-18,3,3,1,0.7462,1.1057,0.5235,0.1813,0.1683
PHASE1_TRAIN,2016-10-03,3,3,1,0.7452,1.0747,0.463,0.1786,0.1685
PHASE1_TRAIN,2016-11-21,3,3,1,0.7447,1.2003,0.4612,0.1987,0.193
PHASE1_TRAIN,2018-05-18,3,3,1,0.7441,1.2662,0.4801,0.2139,0.2091
PHASE1_TRAIN,2016-08-15,3,3,1,0.7434,1.1124,0.5034,0.1913,0.1752
PHASE1_TRAIN,2016-08-17,2,2,1,0.7433,0.8625,0.4048,0.3098,0.3024
PHASE1_TRAIN,2017-09-27,3,3,1,0.7433,1.1985,0.4971,0.2055,0.1985
PHASE1_TRAIN,2017-02-24,3,3,1,0.7432,1.1871,0.4805,0.2052,0.1989
PHASE1_TRAIN,2017-01-03,3,3,1,0.7431,1.1808,0.4652,0.2049,0.1998
PHASE1_TRAIN,2017-03-16,3,3,1,0.7431,1.1852,0.4804,0.2057,0.1996
PHASE1_TRAIN,2017-12-04,3,3,1,0.7431,1.1587,0.4993,0.2068,0.1994
PHASE1_TRAIN,2017-03-17,3,3,1,0.743,1.2237,0.4805,0.2057,0.1997
PHASE1_TRAIN,2017-03-07,3,3,1,0.7427,1.1422,0.4819,0.2053,0.1991
PHASE1_TRAIN,2017-03-09,3,3,1,0.7423,1.1432,0.4809,0.2056,0.1995
PHASE1_TRAIN,2017-04-10,3,3,1,0.7422,1.2357,0.4916,0.2068,0.2006
PHASE1_TRAIN,2017-08-03,3,3,1,0.7419,1.1345,0.4995,0.2078,0.2016
PHASE1_TRAIN,2017-08-24,2,2,1,0.7415,1.1564,0.5016,0.2079,0.2017
PHASE1_TRAIN,2016-09-07,3,3,1,0.7411,1.094,0.4935,0.1828,0.171
PHASE1_TRAIN,2017-04-20,3,3,1,0.7411,1.1697,0.4903,0.2053,0.1985
PHASE1_TRAIN,2016-08-10,3,3,1,0.7407,1.0198,0.5072,0.1895,0.1744
PHASE1_TRAIN,2017-05-26,3,3,1,0.7407,1.2605,0.4982,0.2083,0.2022
PHASE1_TRAIN,2019-02-27,3,3,1,0.7407,1.1677,0.4593,0.2126,0.207
PHASE1_TRAIN,2020-02-12,3,3,1,0.7407,1.3172,0.468,0.2091,0.199
PHASE1_TRAIN,2017-01-18,3,3,1,0.7406,1.1565,0.4661,0.2044,0.1993
PHASE1_TRAIN,2017-06-15,3,3,1,0.7406,1.2647,0.5029,0.2077,0.2017
PHASE1_TRAIN,2018-06-01,3,3,1,0.7392,1.1886,0.48,0.2139,0.2092
PHASE1_TRAIN,2020-09-28,1,1,1,0.739,1.1349,0.4493,0.2102,0.2018
PHASE1_TRAIN,2017-04-17,3,3,1,0.7389,1.2112,0.4899,0.2052,0.1984
PHASE1_TRAIN,2017-02-01,3,3,1,0.7385,1.1651,0.4624,0.2042,0.1992
PHASE1_TRAIN,2017-02-27,3,3,1,0.7384,1.04,0.4713,0.2062,0.2013
PHASE1_TRAIN,2016-12-23,3,3,1,0.7383,1.1685,0.4615,0.2027,0.1972
PHASE1_TRAIN,2018-03-15,3,3,1,0.7383,1.2255,0.4882,0.2113,0.2059
PHASE1_TRAIN,2016-08-08,3,3,1,0.738,0.9585,0.5113,0.1861,0.1713
PHASE1_TRAIN,2016-07-22,3,3,1,0.7374,1.0792,0.4207,0.1791,0.1626
PHASE1_TRAIN,2016-11-28,3,3,1,0.7371,1.1992,0.4597,0.2032,0.1979
PHASE1_TRAIN,2017-09-27,3,3,1,0.737,1.2452,0.4994,0.206,0.199
PHASE1_TRAIN,2017-04-20,3,3,1,0.7369,1.2664,0.4933,0.2069,0.2007
PHASE1_TRAIN,2016-09-20,3,3,1,0.7365,1.1162,0.477,0.1805,0.1689
PHASE1_TRAIN,2016-07-22,3,3,1,0.7363,1.2208,0.5248,0.1884,0.1741
PHASE1_TRAIN,2016-10-04,3,3,1,0.7362,1.0501,0.4885,0.1826,0.1704
PHASE1_TRAIN,2017-03-09,3,3,1,0.736,1.159,0.4815,0.2054,0.1991
PHASE1_TRAIN,2017-04-25,3,3,1,0.736,1.2582,0.4819,0.205,0.1985
PHASE1_TRAIN,2017-04-12,3,3,1,0.7358,1.071,0.4945,0.2073,0.2013
PHASE1_TRAIN,2016-10-18,3,3,1,0.7356,1.0894,0.468,0.1869,0.1789
PHASE1_TRAIN,2017-02-24,3,3,1,0.7353,1.1964,0.4736,0.2075,0.2028
PHASE1_TRAIN,2017-11-10,3,3,1,0.7352,1.2908,0.4996,0.2064,0.1991
PHASE1_TRAIN,2017-11-27,3,3,1,0.7341,1.2699,0.4986,0.2058,0.1982
PHASE1_TRAIN,2017-11-27,3,3,1,0.7341,1.2948,0.4989,0.2058,0.1982
PHASE1_TRAIN,2016-08-10,3,3,1,0.734,1.013,0.5175,0.1877,0.1732
PHASE1_TRAIN,2017-02-09,3,3,1,0.7335,1.2241,0.4648,0.2048,0.1997
PHASE1_TRAIN,2017-07-07,3,3,1,0.7333,1.2935,0.5018,0.2073,0.201
PHASE1_TRAIN,2017-07-24,3,3,1,0.7332,1.3213,0.5027,0.2077,0.2017
PHASE1_TRAIN,2016-10-06,3,3,1,0.7331,1.1869,0.4897,0.1828,0.1706
PHASE1_TRAIN,2018-05-21,3,3,1,0.733,1.2961,0.4801,0.2139,0.2091
PHASE1_TRAIN,2016-08-03,3,3,1,0.7329,0.8949,0.4419,0.1828,0.1668
PHASE1_TRAIN,2016-09-22,3,3,1,0.7329,1.0905,0.5207,0.186,0.1738
PHASE1_TRAIN,2017-05-31,3,3,1,0.7329,1.3394,0.498,0.2083,0.2024
PHASE1_TRAIN,2017-04-26,3,3,1,0.7326,1.2709,0.4821,0.205,0.1985
PHASE1_TRAIN,2016-10-13,3,3,1,0.7325,1.2209,0.4679,0.1887,0.1806
PHASE1_TRAIN,2016-11-25,3,3,1,0.7325,1.1954,0.4595,0.2031,0.1979
PHASE1_TRAIN,2016-08-30,3,3,1,0.7324,0.8749,0.4118,0.2474,0.2393
PHASE1_TRAIN,2016-08-25,3,3,1,0.732,1.0012,0.5104,0.1864,0.1721
PHASE1_TRAIN,2016-11-15,3,3,1,0.732,1.1036,0.4636,0.1959,0.1904
PHASE1_TRAIN,2016-08-15,3,3,1,0.7318,1.14,0.508,0.1871,0.1722
PHASE1_TRAIN,2017-01-04,3,3,1,0.7318,1.2043,0.4705,0.2043,0.1989
PHASE1_TRAIN,2017-02-10,3,3,1,0.7318,1.233,0.4748,0.2041,0.1981
PHASE1_TRAIN,2017-09-28,3,3,1,0.7317,1.2767,0.4995,0.2061,0.1991
PHASE1_TRAIN,2017-11-24,3,3,1,0.7317,1.2975,0.4989,0.2058,0.1981
PHASE1_TRAIN,2016-08-16,3,3,1,0.7314,1.1995,0.5419,0.1889,0.1752
PHASE1_TRAIN,2017-01-17,3,3,1,0.7314,1.1826,0.4624,0.204,0.1989
PHASE1_TRAIN,2016-10-21,3,3,1,0.7312,1.1551,0.4653,0.1958,0.1901
PHASE1_TRAIN,2018-09-05,3,3,1,0.7312,1.2444,0.4763,0.2128,0.2072
PHASE1_TRAIN,2017-07-24,3,3,1,0.7311,1.22,0.4969,0.2064,0.2001
PHASE2_UPGRADE,2023-12-12,3,3,1,0.7304,1.3377,0.4395,0.2084,0.1978
PHASE1_TRAIN,2016-11-10,1,1,1,0.7302,1.2638,0.4667,0.1859,0.1775
PHASE1_TRAIN,2018-03-16,3,3,1,0.73,1.2398,0.4883,0.2113,0.2059
PHASE1_TRAIN,2016-08-29,3,3,1,0.7299,1.0089,0.5226,0.1881,0.1737
PHASE1_TRAIN,2016-10-28,3,3,1,0.7299,1.2239,0.4704,0.1873,0.1793
PHASE1_TRAIN,2017-03-20,3,3,1,0.7299,1.2584,0.4807,0.2058,0.1997
PHASE1_TRAIN,2017-03-13,3,3,1,0.7298,1.2448,0.4748,0.2061,0.2006
PHASE1_TRAIN,2016-09-06,3,3,1,0.7293,1.1034,0.4909,0.1842,0.1715
PHASE1_TRAIN,2017-01-17,3,3,1,0.7292,1.2513,0.4734,0.2046,0.1991
PHASE1_TRAIN,2017-04-13,3,3,1,0.7291,1.2695,0.4928,0.2068,0.2006
PHASE1_TRAIN,2016-10-19,3,3,1,0.729,1.1388,0.4687,0.1888,0.1807
PHASE1_TRAIN,2017-03-13,3,3,1,0.7288,1.1989,0.4788,0.2057,0.1997
PHASE1_TRAIN,2017-11-13,3,3,1,0.7288,1.2543,0.4977,0.206,0.1992
PHASE1_TRAIN,2017-11-24,3,3,1,0.7287,1.2966,0.4985,0.2058,0.1982
PHASE1_TRAIN,2017-04-06,3,3,1,0.7284,1.3521,0.4915,0.2054,0.1986
PHASE1_TRAIN,2017-09-22,3,3,1,0.7284,1.2155,0.4968,0.2055,0.1985
PHASE1_TRAIN,2017-01-18,3,3,1,0.7276,1.2495,0.4672,0.2043,0.1991
PHASE1_TRAIN,2017-11-23,3,3,1,0.7271,1.2804,0.4988,0.2057,0.1981
PHASE1_TRAIN,2017-03-10,3,3,1,0.727,1.1765,0.4787,0.2057,0.1997
PHASE1_TRAIN,2016-10-31,3,3,1,0.7269,1.2045,0.4628,0.1828,0.1739
PHASE1_TRAIN,2017-09-25,3,3,1,0.7269,1.2613,0.4992,0.206,0.199
PHASE1_TRAIN,2017-03-27,3,3,1,0.7264,1.2886,0.4891,0.2051,0.1984
PHASE1_TRAIN,2017-04-21,3,3,1,0.7263,1.199,0.4904,0.2053,0.1985
PHASE1_TRAIN,2017-07-21,3,3,1,0.7262,1.2858,0.5027,0.2064,0.2001
PHASE1_TRAIN,2017-03-16,1,1,1,0.7261,1.1395,0.4811,0.2058,0.1997
PHASE1_TRAIN,2016-10-04,3,3,1,0.7258,1.2545,0.4907,0.1824,0.1708
PHASE1_TRAIN,2019-02-21,3,3,1,0.7255,1.1596,0.4592,0.2126,0.207
PHASE1_TRAIN,2016-11-22,3,3,1,0.7253,1.1085,0.4616,0.2014,0.1954
PHASE1_TRAIN,2017-01-05,3,3,1,0.7253,1.1658,0.4664,0.2042,0.1989
PHASE1_TRAIN,2017-03-15,3,3,1,0.7253,1.2593,0.4726,0.2063,0.2013
PHASE1_TRAIN,2021-12-28,3,3,1,0.7253,1.3526,0.4474,0.2086,0.1982
PHASE1_TRAIN,2016-11-03,2,2,1,0.725,1.1986,0.4686,0.1893,0.1811
PHASE1_TRAIN,2016-10-21,3,3,1,0.7248,1.2166,0.4641,0.1782,0.1683
PHASE1_TRAIN,2017-10-10,3,3,1,0.7246,1.2669,0.4975,0.2055,0.1985
PHASE1_TRAIN,2016-08-12,3,3,1,0.7244,0.9569,0.4396,0.1863,0.1711
PHASE1_TRAIN,2017-07-19,3,3,1,0.7242,1.2743,0.5025,0.2064,0.2
PHASE1_TRAIN,2016-08-12,3,3,1,0.7238,0.8646,0.3846,0.2538,0.2349
PHASE1_TRAIN,2017-03-06,3,3,1,0.7238,1.2151,0.4805,0.2055,0.1994
PHASE1_TRAIN,2017-05-02,3,3,1,0.7237,1.2604,0.4925,0.2069,0.2006
PHASE1_TRAIN,2016-12-06,3,3,1,0.7236,1.2189,0.4611,0.2022,0.1966
PHASE1_TRAIN,2017-05-03,3,3,1,0.7236,1.2925,0.4926,0.2069,0.2006
PHASE1_TRAIN,2017-04-13,3,3,1,0.7234,1.245,0.4946,0.2073,0.2013
PHASE1_TRAIN,2017-05-15,3,3,1,0.7234,1.2645,0.499,0.2075,0.2012
PHASE1_TRAIN,2016-09-08,3,3,1,0.7233,1.0991,0.4941,0.1828,0.1711
PHASE1_TRAIN,2016-09-23,3,3,1,0.7233,1.1932,0.4766,0.1803,0.1687
PHASE1_TRAIN,2017-01-17,3,3,1,0.7229,1.24,0.4741,0.204,0.1981
PHASE1_TRAIN,2017-07-14,3,3,1,0.7229,1.2868,0.5022,0.2066,0.2002
PHASE1_TRAIN,2017-01-12,3,3,1,0.7226,1.1513,0.4589,0.2031,0.1982
PHASE1_TRAIN,2017-03-08,3,3,1,0.7225,1.2426,0.4741,0.2063,0.2011
PHASE1_TRAIN,2017-04-06,3,3,1,0.7225,1.2081,0.4936,0.207,0.2008
PHASE1_TRAIN,2017-08-10,3,3,1,0.7225,1.1764,0.4996,0.2078,0.2016
PHASE1_TRAIN,2018-05-16,3,3,1,0.7222,1.3439,0.4801,0.2139,0.2091
PHASE1_TRAIN,2016-09-20,3,3,1,0.7221,1.2057,0.4906,0.1828,0.1711
PHASE1_TRAIN,2017-04-05,3,3,1,0.7219,1.2147,0.4935,0.207,0.2008
PHASE1_TRAIN,2017-03-29,3,3,1,0.7218,1.2374,0.4931,0.2069,0.2007
PHASE1_TRAIN,2016-09-07,3,3,1,0.7217,1.0192,0.522,0.1823,0.1694
PHASE1_TRAIN,2016-08-09,3,3,1,0.7212,1.0121,0.35,0.1717,0.1532
PHASE1_TRAIN,2017-01-17,3,3,1,0.7209,1.1646,0.464,0.2049,0.1998
PHASE1_TRAIN,2016-10-05,3,3,1,0.7208,1.0865,0.4639,0.1788,0.1686
PHASE1_TRAIN,2018-04-24,2,2,1,0.7208,1.1144,0.4789,0.2131,0.2086
PHASE1_TRAIN,2016-08-29,3,3,1,0.7206,1.1902,0.513,0.1867,0.1725
PHASE1_TRAIN,2016-11-30,3,3,1,0.7206,1.2437,0.4615,0.1992,0.1931
PHASE1_TRAIN,2017-05-25,3,3,1,0.7206,1.2474,0.4986,0.207,0.2005
PHASE1_TRAIN,2017-09-14,3,3,1,0.7206,1.263,0.4984,0.2056,0.1985
PHASE1_TRAIN,2016-10-26,3,3,1,0.7205,1.1213,0.4672,0.1889,0.1808
PHASE1_TRAIN,2017-04-19,3,3,1,0.7203,1.218,0.4901,0.2053,0.1985
PHASE1_TRAIN,2016-09-20,2,2,1,0.7202,1.1412,0.5191,0.1858,0.1735
PHASE1_TRAIN,2017-03-08,3,3,1,0.72,1.139,0.4747,0.2077,0.203
PHASE1_TRAIN,2017-03-10,3,3,1,0.7199,1.0892,0.4722,0.2063,0.2014
PHASE1_TRAIN,2017-04-12,3,3,1,0.7193,1.292,0.4939,0.207,0.2008
PHASE1_TRAIN,2017-03-29,3,3,1,0.7191,1.2757,0.4865,0.2054,0.1988
PHASE1_TRAIN,2016-10-17,3,3,1,0.7189,1.2112,0.464,0.1956,0.1898
PHASE1_TRAIN,2016-10-18,3,3,1,0.7188,1.1514,0.4614,0.1825,0.1738
PHASE1_TRAIN,2016-07-25,3,3,1,0.7186,1.2201,0.5258,0.1886,0.1743
PHASE1_TRAIN,2017-07-06,3,3,1,0.7184,1.294,0.5018,0.2066,0.2002
PHASE1_TRAIN,2016-08-15,3,3,1,0.7182,1.0848,0.5426,0.1883,0.176
PHASE1_TRAIN,2016-08-29,3,3,1,0.7182,1.2058,0.5,0.1867,0.1708
PHASE1_TRAIN,2017-04-04,3,3,1,0.7181,1.2624,0.4823,0.2051,0.1986
PHASE1_TRAIN,2019-02-28,3,3,1,0.7181,1.2316,0.4612,0.2122,0.2062
PHASE1_TRAIN,2017-09-22,3,3,1,0.7178,1.2575,0.4992,0.206,0.199
PHASE1_TRAIN,2017-05-24,3,3,1,0.7177,1.2392,0.4985,0.207,0.2005
PHASE1_TRAIN,2016-08-30,3,3,1,0.7175,1.2035,0.5142,0.1869,0.1728
PHASE3_TEST,2024-05-14,3,3,1,0.7175,1.3464,0.4425,0.2083,0.1964
PHASE1_TRAIN,2016-10-04,3,3,1,0.7173,1.1665,0.4911,0.1804,0.1683
PHASE1_TRAIN,2016-10-18,3,3,1,0.7172,1.1519,0.4621,0.1822,0.1733
PHASE1_TRAIN,2016-12-22,3,3,1,0.7172,1.2245,0.4587,0.1979,0.1919
PHASE1_TRAIN,2016-10-21,3,3,1,0.717,1.1006,0.4666,0.195,0.1892
PHASE1_TRAIN,2017-05-31,3,3,1,0.7169,1.1998,0.4991,0.2074,0.2011
PHASE1_TRAIN,2016-08-19,3,3,1,0.7168,1.1535,0.3359,0.1658,0.1467
PHASE1_TRAIN,2017-02-15,3,3,1,0.7167,1.2733,0.4737,0.2063,0.2012
PHASE1_TRAIN,2017-03-09,3,3,1,0.7167,1.2474,0.4743,0.2063,0.2011
PHASE1_TRAIN,2017-03-21,3,3,1,0.7164,1.2477,0.4821,0.2049,0.1986
PHASE1_TRAIN,2017-11-08,3,3,1,0.7163,1.3145,0.4978,0.206,0.1992
PHASE1_TRAIN,2016-10-07,3,3,1,0.716,1.1912,0.4903,0.1829,0.1707
PHASE1_TRAIN,2016-10-14,3,3,1,0.716,1.2337,0.4664,0.1889,0.181
PHASE1_TRAIN,2017-06-21,3,3,1,0.716,1.278,0.5013,0.2065,0.2001
PHASE1_TRAIN,2017-03-06,3,3,1,0.7159,1.1284,0.4743,0.2076,0.2029
PHASE1_TRAIN,2017-04-06,3,3,1,0.7159,1.2776,0.4823,0.205,0.1986
PHASE1_TRAIN,2017-03-09,3,3,1,0.7158,1.197,0.4831,0.2049,0.1985
PHASE1_TRAIN,2016-12-27,3,3,1,0.7157,1.1622,0.4605,0.2031,0.1978
PHASE1_TRAIN,2018-03-27,2,2,1,0.7154,1.2673,0.4825,0.2122,0.2073
PHASE1_TRAIN,2017-02-23,3,3,1,0.7153,1.215,0.4757,0.2056,0.1999
PHASE1_TRAIN,2017-03-14,3,3,1,0.715,1.288,0.4825,0.2046,0.1981
PHASE1_TRAIN,2017-03-15,3,3,1,0.7147,1.212,0.4727,0.2064,0.2015
PHASE1_TRAIN,2016-08-12,3,3,1,0.7145,1.1877,0.4677,0.1865,0.1697
PHASE1_TRAIN,2017-03-27,3,3,1,0.7145,1.2362,0.4928,0.2069,0.2007
PHASE1_TRAIN,2017-11-22,3,3,1,0.7145,1.3494,0.4987,0.2057,0.1981
PHASE1_TRAIN,2016-08-05,3,3,1,0.7143,1.2532,0.5058,0.1899,0.1743
PHASE1_TRAIN,2016-10-28,3,3,1,0.7142,1.1949,0.4679,0.189,0.181
PHASE1_TRAIN,2019-03-01,3,3,1,0.7141,1.2364,0.4613,0.2122,0.2062
PHASE1_TRAIN,2021-01-05,3,3,1,0.7141,1.3139,0.448,0.2097,0.2006
PHASE1_TRAIN,2016-12-23,3,3,1,0.714,1.2683,0.4612,0.2003,0.1944
PHASE1_TRAIN,2017-04-20,3,3,1,0.714,1.2568,0.4872,0.2055,0.1988
PHASE1_TRAIN,2017-07-05,3,3,1,0.714,1.3032,0.5017,0.2073,0.201
PHASE1_TRAIN,2017-11-01,3,3,1,0.714,1.3191,0.4989,0.2066,0.1999
PHASE1_TRAIN,2017-04-28,3,3,1,0.7138,1.2924,0.4922,0.2068,0.2006
PHASE1_TRAIN,2017-04-03,3,3,1,0.7137,1.3315,0.4869,0.2055,0.1988
PHASE1_TRAIN,2017-04-07,3,3,1,0.7137,1.2779,0.4872,0.2055,0.1989
PHASE1_TRAIN,2017-05-11,3,3,1,0.7137,1.2717,0.4949,0.2083,0.2028
PHASE1_TRAIN,2021-08-26,3,3,1,0.7137,1.4163,0.447,0.2082,0.198
PHASE1_TRAIN,2017-01-18,3,3,1,0.7136,1.2897,0.4743,0.2041,0.1981
PHASE1_TRAIN,2017-05-03,3,3,1,0.7136,1.205,0.4863,0.2054,0.1987
PHASE1_TRAIN,2016-10-10,3,3,1,0.7134,1.2303,0.4909,0.1805,0.1685
PHASE1_TRAIN,2016-11-29,3,3,1,0.7133,1.27,0.4614,0.2016,0.1958
PHASE1_TRAIN,2021-12-29,3,3,1,0.7132,1.3896,0.4475,0.2086,0.1982
PHASE1_TRAIN,2016-08-24,3,3,1,0.7131,1.098,0.5109,0.1862,0.1704
PHASE1_TRAIN,2017-01-17,3,3,1,0.713,1.1708,0.4692,0.204,0.1986
PHASE1_TRAIN,2016-08-31,3,3,1,0.7127,1.2014,0.4921,0.1826,0.1709
PHASE1_TRAIN,2016-10-14,3,3,1,0.7127,1.2712,0.4664,0.1889,0.1808
PHASE1_TRAIN,2016-10-19,3,3,1,0.7127,1.1521,0.4664,0.1963,0.1908
PHASE1_TRAIN,2018-04-12,3,3,1,0.7126,1.2725,0.479,0.213,0.2084
PHASE1_TRAIN,2017-01-31,3,3,1,0.7125,1.2778,0.4621,0.2042,0.1992
PHASE1_TRAIN,2017-03-29,3,3,1,0.7125,1.2968,0.4894,0.2052,0.1984
PHASE1_TRAIN,2016-10-31,3,3,1,0.7123,1.2318,0.4683,0.189,0.181
PHASE1_TRAIN,2017-03-27,3,3,1,0.7123,1.2735,0.4833,0.2057,0.1993
PHASE1_TRAIN,2017-07-05,3,3,1,0.7122,1.2876,0.5017,0.2065,0.2002
PHASE1_TRAIN,2017-05-04,3,3,1,0.7121,1.2054,0.4989,0.2083,0.2022
PHASE1_TRAIN,2017-01-18,3,3,1,0.712,1.3029,0.4745,0.2042,0.1982
PHASE1_TRAIN,2019-03-06,3,3,1,0.712,1.264,0.4613,0.2122,0.2062
PHASE1_TRAIN,2016-10-05,3,3,1,0.7118,1.1749,0.4908,0.1841,0.1717
PHASE3_TEST,2024-06-04,3,3,1,0.7118,1.3708,0.4435,0.2082,0.196
PHASE1_TRAIN,2016-10-17,3,3,1,0.7117,1.2359,0.469,0.1879,0.1797
PHASE1_TRAIN,2016-12-27,3,3,1,0.7115,1.2616,0.4614,0.2004,0.1944
PHASE1_TRAIN,2018-04-17,3,3,1,0.7114,1.3077,0.4788,0.2131,0.2086
PHASE1_TRAIN,2017-03-08,3,3,1,0.7113,1.1519,0.4829,0.2049,0.1985
PHASE1_TRAIN,2017-04-13,3,3,1,0.7111,1.2488,0.4849,0.2059,0.1996
PHASE3_TEST,2024-05-08,3,3,1,0.711,1.3768,0.4425,0.2083,0.1964
PHASE1_TRAIN,2017-05-30,3,3,1,0.7107,1.4166,0.4979,0.2083,0.2024
PHASE1_TRAIN,2016-10-19,3,3,1,0.7106,1.2392,0.4625,0.1823,0.1734
PHASE3_TEST,2024-05-29,3,3,1,0.7106,1.3956,0.4435,0.2082,0.196
PHASE1_TRAIN,2017-07-17,3,3,1,0.7104,1.3044,0.5023,0.2064,0.2
PHASE1_TRAIN,2017-03-10,3,3,1,0.7101,1.2501,0.4745,0.2064,0.2012
PHASE1_TRAIN,2017-09-21,3,3,1,0.71,1.2726,0.4991,0.206,0.199
PHASE1_TRAIN,2016-10-05,3,3,1,0.7097,1.0757,0.4891,0.1827,0.1705
PHASE1_TRAIN,2016-10-10,3,3,1,0.7097,1.1963,0.4925,0.1838,0.172
PHASE1_TRAIN,2016-11-14,3,3,1,0.7097,1.0791,0.463,0.1837,0.1752
PHASE1_TRAIN,2016-11-02,3,3,1,0.7096,1.1403,0.4701,0.1913,0.1834
PHASE1_TRAIN,2017-06-06,3,3,1,0.7096,1.3242,0.4987,0.2083,0.2023
PHASE3_TEST,2024-05-16,3,3,1,0.7096,1.3629,0.4426,0.2083,0.1964
PHASE1_TRAIN,2018-06-04,3,3,1,0.7095,1.2948,0.48,0.2139,0.2092
PHASE1_TRAIN,2017-02-24,3,3,1,0.7094,1.2522,0.4777,0.2055,0.1995
PHASE1_TRAIN,2017-11-21,3,3,1,0.7091,1.3616,0.4987,0.2057,0.1981
PHASE1_TRAIN,2016-12-27,3,3,1,0.709,1.3125,0.4617,0.1968,0.191
PHASE1_TRAIN,2018-09-04,3,3,1,0.7089,1.3364,0.477,0.2126,0.2068
PHASE1_TRAIN,2017-03-24,3,3,1,0.7088,1.3288,0.489,0.2051,0.1983
PHASE1_TRAIN,2017-04-04,3,3,1,0.7087,1.3837,0.4912,0.2054,0.1986
PHASE1_TRAIN,2017-01-03,3,3,1,0.7085,1.3241,0.4625,0.2042,0.1991
PHASE1_TRAIN,2017-02-13,3,3,1,0.7085,1.2905,0.4752,0.2056,0.1998
PHASE1_TRAIN,2018-03-23,2,2,1,0.7085,1.2781,0.4825,0.2121,0.2072
PHASE1_TRAIN,2016-08-12,3,3,1,0.7084,1.1761,0.5017,0.1911,0.1749
PHASE1_TRAIN,2016-10-25,1,1,1,0.7084,1.3133,0.4633,0.18,0.1701
PHASE1_TRAIN,2016-10-26,3,3,1,0.7083,1.0782,0.4623,0.1826,0.1739
PHASE1_TRAIN,2017-04-13,3,3,1,0.7083,1.3508,0.4941,0.207,0.2008
PHASE1_TRAIN,2017-09-07,3,3,1,0.7083,1.2775,0.4953,0.2056,0.1988
PHASE1_TRAIN,2016-11-18,1,1,1,0.7081,1.1831,0.4623,0.1824,0.1733
