phase,date,y_true,y_pred,correct,confidence,entropy,cumulative_acc,balanced_acc,macro_f1
PHASE1_TRAIN,2017-06-15,1,3,0,0.7467,1.1952,0.4967,0.2063,0.2
PHASE1_TRAIN,2016-09-22,2,1,0,0.7464,1.2048,0.469,0.1775,0.166
PHASE1_TRAIN,2017-04-05,2,3,0,0.7459,1.1985,0.4869,0.2055,0.1988
PHASE1_TRAIN,2019-07-16,2,3,0,0.7459,1.2746,0.4653,0.2107,0.2031
PHASE1_TRAIN,2017-02-22,1,3,0,0.7457,1.1613,0.4752,0.2063,0.2011
PHASE1_TRAIN,2016-09-13,3,1,0,0.7456,1.2285,0.491,0.1828,0.1705
PHASE1_TRAIN,2016-09-09,2,3,0,0.7454,1.1831,0.49,0.1802,0.1683
PHASE1_TRAIN,2016-10-21,2,3,0,0.7454,1.1317,0.4618,0.1826,0.1738
PHASE1_TRAIN,2018-03-26,3,2,0,0.7454,1.1924,0.4788,0.2132,0.2086
PHASE1_TRAIN,2016-11-02,2,3,0,0.7451,1.0985,0.467,0.189,0.1808
PHASE1_TRAIN,2017-06-22,2,3,0,0.745,1.2044,0.5012,0.2065,0.2001
PHASE1_TRAIN,2016-08-04,2,3,0,0.7443,0.9452,0.4323,0.1828,0.1653
PHASE1_TRAIN,2017-02-08,5,3,0,0.7442,1.195,0.4672,0.2042,0.1988
PHASE1_TRAIN,2017-05-16,2,3,0,0.7433,1.2527,0.4926,0.2082,0.2027
PHASE1_TRAIN,2018-05-04,1,4,0,0.7432,1.2382,0.477,0.214,0.2095
PHASE1_TRAIN,2017-03-22,3,2,0,0.743,1.1646,0.482,0.2047,0.1981
PHASE1_TRAIN,2016-10-07,4,3,0,0.7429,1.2306,0.474,0.1794,0.1678
PHASE1_TRAIN,2016-07-26,1,3,0,0.7427,1.0063,0.4324,0.1829,0.1664
PHASE1_TRAIN,2016-09-20,2,3,0,0.7426,1.1138,0.4698,0.1776,0.1663
PHASE1_TRAIN,2016-08-26,2,3,0,0.7423,0.8637,0.4286,0.1778,0.1604
PHASE1_TRAIN,2017-04-13,2,3,0,0.7418,1.2183,0.4916,0.2054,0.1986
PHASE1_TRAIN,2021-12-27,1,3,0,0.7418,1.3018,0.4474,0.2086,0.1982
PHASE1_TRAIN,2016-08-05,1,3,0,0.7417,0.9371,0.4304,0.1825,0.1646
PHASE1_TRAIN,2017-03-16,2,3,0,0.7417,1.1919,0.4823,0.2046,0.198
PHASE1_TRAIN,2016-10-04,2,3,0,0.7414,1.1115,0.4674,0.1778,0.1665
PHASE1_TRAIN,2016-09-12,1,2,0,0.7413,0.9629,0.4938,0.1809,0.1687
PHASE1_TRAIN,2017-06-26,2,3,0,0.7409,1.2516,0.5012,0.2065,0.2001
PHASE1_TRAIN,2017-08-29,3,2,0,0.7408,1.2032,0.5016,0.208,0.2019
PHASE1_TRAIN,2016-08-22,1,3,0,0.7407,1.1224,0.5234,0.1813,0.1682
PHASE1_TRAIN,2016-09-26,2,3,0,0.7404,1.1146,0.4911,0.1808,0.1685
PHASE1_TRAIN,2016-09-21,1,2,0,0.7396,1.0078,0.5,0.1841,0.1717
PHASE1_TRAIN,2016-07-26,1,3,0,0.738,1.0879,0.5247,0.1884,0.1739
PHASE1_TRAIN,2016-08-29,2,3,0,0.738,0.8791,0.4,0.2439,0.2356
PHASE1_TRAIN,2017-01-23,4,3,0,0.7379,1.1836,0.4692,0.204,0.1985
PHASE1_TRAIN,2016-09-13,3,1,0,0.7377,1.07,0.4933,0.1806,0.1685
PHASE1_TRAIN,2020-05-12,2,3,0,0.7375,1.2758,0.4548,0.2114,0.203
PHASE1_TRAIN,2016-09-06,1,3,0,0.7372,1.0448,0.4912,0.1836,0.1711
PHASE1_TRAIN,2020-02-13,2,3,0,0.737,1.3322,0.468,0.2091,0.199
PHASE1_TRAIN,2016-11-07,1,3,0,0.7364,1.2185,0.4672,0.1949,0.1891
PHASE1_TRAIN,2020-02-14,5,3,0,0.7364,1.3341,0.468,0.2091,0.199
PHASE1_TRAIN,2016-08-05,1,3,0,0.7363,0.9995,0.3548,0.2177,0.2037
PHASE1_TRAIN,2016-09-13,2,1,0,0.7362,0.9144,0.4922,0.1826,0.1707
PHASE1_TRAIN,2018-07-06,1,3,0,0.736,1.1082,0.4796,0.2136,0.2085
PHASE1_TRAIN,2016-10-13,1,3,0,0.7359,1.1457,0.4641,0.1788,0.1685
PHASE1_TRAIN,2016-11-01,2,3,0,0.7359,1.1528,0.468,0.189,0.1809
PHASE1_TRAIN,2017-01-13,1,3,0,0.7358,1.209,0.4668,0.2042,0.199
PHASE1_TRAIN,2017-01-17,2,3,0,0.7353,1.228,0.4743,0.204,0.1984
PHASE1_TRAIN,2018-03-26,3,2,0,0.735,1.2151,0.4824,0.2121,0.2072
PHASE1_TRAIN,2016-09-01,2,3,0,0.7343,1.1663,0.4922,0.1834,0.1713
PHASE1_TRAIN,2017-03-10,1,3,0,0.7343,1.1888,0.4829,0.2049,0.1985
PHASE1_TRAIN,2017-11-10,2,3,0,0.7342,1.2717,0.4976,0.206,0.1992
PHASE1_TRAIN,2017-03-13,1,3,0,0.7341,1.1799,0.4809,0.2055,0.1994
PHASE1_TRAIN,2017-03-01,1,3,0,0.7337,1.0265,0.4713,0.2062,0.2012
PHASE1_TRAIN,2017-04-11,1,3,0,0.7334,1.2327,0.4872,0.2055,0.1988
PHASE1_TRAIN,2016-08-25,3,2,0,0.7333,0.9329,0.3289,0.1636,0.1479
PHASE1_TRAIN,2016-09-19,3,2,0,0.7333,1.0519,0.4765,0.1804,0.1688
PHASE1_TRAIN,2016-12-16,2,3,0,0.7332,1.2392,0.4604,0.2003,0.1942
PHASE1_TRAIN,2016-11-14,2,3,0,0.7327,1.0544,0.4606,0.1821,0.1732
PHASE1_TRAIN,2016-09-02,1,3,0,0.7325,1.2461,0.5205,0.1809,0.1674
PHASE1_TRAIN,2017-03-17,2,3,0,0.7325,1.277,0.475,0.2056,0.1999
PHASE1_TRAIN,2016-11-30,2,3,0,0.7323,1.1721,0.4597,0.2031,0.1979
PHASE1_TRAIN,2016-10-11,2,3,0,0.7322,1.0309,0.4843,0.1785,0.1663
PHASE1_TRAIN,2017-01-17,2,3,0,0.7322,1.2063,0.4677,0.2041,0.1987
PHASE1_TRAIN,2017-05-23,2,3,0,0.7321,1.0838,0.497,0.2065,0.2
PHASE1_TRAIN,2021-11-15,2,3,0,0.732,1.3619,0.447,0.2086,0.1987
PHASE1_TRAIN,2016-10-14,2,3,0,0.7319,1.2122,0.4689,0.1901,0.1821
PHASE1_TRAIN,2016-08-22,1,3,0,0.7318,0.9071,0.3425,0.1695,0.154
PHASE1_TRAIN,2018-02-09,3,2,0,0.7317,1.2596,0.4831,0.2113,0.2063
PHASE1_TRAIN,2017-08-10,2,3,0,0.7314,1.294,0.499,0.2077,0.2014
PHASE1_TRAIN,2016-10-21,1,3,0,0.7309,1.1578,0.4698,0.1881,0.1798
PHASE1_TRAIN,2017-03-15,1,3,0,0.7307,1.2029,0.4746,0.2064,0.2012
PHASE1_TRAIN,2016-09-12,1,2,0,0.7306,0.9964,0.521,0.1821,0.1691
PHASE1_TRAIN,2016-11-25,1,3,0,0.7305,1.0652,0.4619,0.2014,0.1955
PHASE1_TRAIN,2017-06-12,3,4,0,0.7304,1.1327,0.4926,0.2082,0.2028
PHASE1_TRAIN,2017-07-18,1,3,0,0.73,1.104,0.5014,0.2073,0.2011
PHASE1_TRAIN,2016-08-03,1,3,0,0.7299,0.9743,0.4342,0.1832,0.166
PHASE1_TRAIN,2017-03-15,1,3,0,0.7298,1.2478,0.4824,0.2046,0.198
PHASE1_TRAIN,2016-08-03,3,2,0,0.7289,0.9861,0.425,0.18,0.1635
PHASE1_TRAIN,2016-08-09,1,3,0,0.7288,1.1509,0.5164,0.1875,0.173
PHASE1_TRAIN,2016-09-21,1,3,0,0.7288,1.1106,0.5071,0.1844,0.1716
PHASE1_TRAIN,2017-06-14,1,3,0,0.7285,1.2386,0.4968,0.2063,0.2001
PHASE1_TRAIN,2016-10-25,1,3,0,0.7284,1.0604,0.4688,0.1889,0.1806
PHASE1_TRAIN,2017-05-12,4,3,0,0.7282,1.2339,0.4948,0.2083,0.2027
PHASE1_TRAIN,2016-09-28,1,3,0,0.7277,1.0427,0.4867,0.1792,0.1672
PHASE1_TRAIN,2016-12-30,2,3,0,0.7275,1.1635,0.4615,0.1967,0.1909
PHASE1_TRAIN,2021-11-16,2,3,0,0.7274,1.375,0.4469,0.2086,0.1987
PHASE1_TRAIN,2016-08-08,3,1,0,0.7273,1.0275,0.522,0.1811,0.1683
PHASE1_TRAIN,2017-03-16,2,3,0,0.727,1.1808,0.4745,0.2063,0.2011
PHASE1_TRAIN,2021-12-24,5,1,0,0.727,1.0937,0.4474,0.2086,0.1982
PHASE1_TRAIN,2016-11-07,1,3,0,0.7269,1.2145,0.4681,0.1972,0.1919
PHASE1_TRAIN,2017-01-31,1,3,0,0.7268,1.3139,0.4741,0.204,0.198
PHASE1_TRAIN,2016-09-23,1,3,0,0.7263,1.0549,0.5199,0.1859,0.1736
PHASE1_TRAIN,2017-03-21,2,3,0,0.7254,1.2629,0.4772,0.2055,0.1995
PHASE1_TRAIN,2022-11-30,1,3,0,0.7254,1.3295,0.4353,0.2092,0.2005
PHASE1_TRAIN,2016-08-30,1,3,0,0.7251,1.1701,0.4985,0.1865,0.1703
PHASE1_TRAIN,2016-09-06,1,3,0,0.7248,1.1708,0.4922,0.1834,0.1712
PHASE1_TRAIN,2017-07-11,1,3,0,0.7245,1.3339,0.5017,0.2073,0.2009
PHASE1_TRAIN,2017-10-06,1,3,0,0.724,1.2879,0.4998,0.2061,0.1991
PHASE1_TRAIN,2018-05-17,1,3,0,0.7239,1.3379,0.48,0.2139,0.2091
PHASE1_TRAIN,2017-01-13,1,3,0,0.7235,1.2039,0.4638,0.2049,0.1998
PHASE1_TRAIN,2016-11-25,2,3,0,0.7234,1.2529,0.4609,0.2015,0.1957
PHASE1_TRAIN,2017-04-11,1,3,0,0.7232,1.2707,0.4857,0.2057,0.1992
PHASE1_TRAIN,2016-11-22,1,3,0,0.723,1.2597,0.4591,0.1988,0.1928
PHASE1_TRAIN,2018-02-06,1,2,0,0.7229,1.2897,0.4963,0.2079,0.2013
PHASE1_TRAIN,2017-02-03,1,3,0,0.7223,1.2063,0.4681,0.204,0.1986
PHASE1_TRAIN,2018-05-22,2,3,0,0.7222,1.3238,0.4801,0.2139,0.2091
PHASE1_TRAIN,2017-07-17,5,3,0,0.722,1.2782,0.5025,0.2077,0.2016
PHASE1_TRAIN,2016-10-31,2,3,0,0.7216,1.2037,0.4671,0.1968,0.1913
PHASE1_TRAIN,2017-11-21,1,3,0,0.721,1.2637,0.4978,0.2052,0.1976
PHASE1_TRAIN,2017-02-28,1,3,0,0.7206,1.1757,0.4759,0.2057,0.1999
PHASE1_TRAIN,2016-08-03,1,2,0,0.7202,0.8923,0.3438,0.2437,0.2267
PHASE1_TRAIN,2017-03-22,1,2,0,0.7202,1.1487,0.4784,0.2055,0.1995
PHASE1_TRAIN,2017-01-24,1,3,0,0.72,1.2658,0.475,0.2045,0.199
PHASE1_TRAIN,2018-04-26,1,3,0,0.72,1.284,0.4801,0.2139,0.2091
PHASE1_TRAIN,2017-03-09,1,3,0,0.7199,1.2647,0.4764,0.2057,0.1999
PHASE1_TRAIN,2016-09-26,2,3,0,0.719,1.1671,0.4903,0.1818,0.1691
PHASE1_TRAIN,2016-09-19,2,3,0,0.7187,1.0966,0.5183,0.1836,0.1709
PHASE1_TRAIN,2016-12-28,2,3,0,0.7187,0.9832,0.4595,0.1981,0.1923
PHASE1_TRAIN,2018-02-06,1,2,0,0.7182,1.2679,0.4982,0.207,0.1998
PHASE1_TRAIN,2017-06-13,1,3,0,0.718,1.3036,0.4942,0.208,0.2022
PHASE1_TRAIN,2018-05-15,2,3,0,0.718,1.3091,0.48,0.2139,0.2091
PHASE2_UPGRADE,2023-11-21,1,3,0,0.7177,1.3267,0.4399,0.2087,0.1983
PHASE1_TRAIN,2017-05-18,1,2,0,0.7174,1.248,0.4983,0.2069,0.2004
PHASE1_TRAIN,2017-08-18,4,2,0,0.7174,1.2965,0.4989,0.2082,0.2024
PHASE1_TRAIN,2016-07-28,1,3,0,0.7173,1.1758,0.4286,0.1774,0.1597
PHASE1_TRAIN,2016-07-22,1,3,0,0.717,1.2547,0.4891,0.1895,0.1736
PHASE1_TRAIN,2016-12-08,3,1,0,0.7167,1.1734,0.462,0.197,0.1914
PHASE1_TRAIN,2016-10-14,2,3,0,0.7165,1.2426,0.4612,0.1819,0.173
PHASE1_TRAIN,2016-09-12,1,2,0,0.7164,1.0526,0.4778,0.1808,0.1692
PHASE1_TRAIN,2016-11-02,2,3,0,0.7161,1.2946,0.4649,0.1897,0.1818
PHASE1_TRAIN,2017-02-16,3,1,0,0.7161,1.0842,0.4709,0.2062,0.2012
PHASE1_TRAIN,2017-07-17,2,3,0,0.7157,1.3679,0.5017,0.2073,0.2009
PHASE1_TRAIN,2018-02-08,2,3,0,0.7155,1.3457,0.4883,0.2113,0.2059
PHASE1_TRAIN,2016-10-19,3,2,0,0.7153,1.1053,0.4661,0.1887,0.1807
PHASE1_TRAIN,2017-04-11,1,3,0,0.7153,1.2453,0.4848,0.2057,0.1993
PHASE1_TRAIN,2016-10-14,2,1,0,0.7149,1.1535,0.4637,0.1787,0.1684
PHASE1_TRAIN,2017-04-12,2,3,0,0.7145,1.1808,0.4936,0.207,0.2008
PHASE1_TRAIN,2017-07-07,1,3,0,0.7144,1.3125,0.5017,0.2065,0.2002
PHASE3_TEST,2024-04-03,1,3,0,0.7144,1.3635,0.4418,0.2084,0.1968
PHASE1_TRAIN,2016-09-09,2,3,0,0.7143,1.1851,0.4901,0.1828,0.1705
PHASE1_TRAIN,2017-05-15,1,3,0,0.7143,1.2482,0.4988,0.2069,0.2004
PHASE1_TRAIN,2017-06-23,2,3,0,0.714,1.2394,0.4971,0.2064,0.2001
PHASE1_TRAIN,2017-01-03,3,1,0,0.7139,1.2882,0.4739,0.2039,0.1979
PHASE1_TRAIN,2016-08-01,3,1,0,0.7138,1.0577,0.5127,0.1862,0.1719
PHASE1_TRAIN,2017-03-10,1,3,0,0.7137,1.2353,0.4747,0.2077,0.2029
PHASE3_TEST,2024-03-07,1,3,0,0.7136,1.3959,0.4407,0.2084,0.197
PHASE1_TRAIN,2017-04-27,4,3,0,0.7133,1.3324,0.4819,0.2049,0.1984
PHASE1_TRAIN,2017-07-10,2,3,0,0.713,1.3641,0.5017,0.2073,0.201
PHASE1_TRAIN,2021-09-01,1,3,0,0.713,1.4253,0.447,0.2082,0.198
PHASE1_TRAIN,2016-07-25,1,3,0,0.7127,1.0317,0.5116,0.1866,0.172
PHASE3_TEST,2024-06-05,1,3,0,0.7124,1.3773,0.4435,0.2082,0.196
PHASE1_TRAIN,2016-09-06,1,3,0,0.7122,1.3249,0.4714,0.1784,0.1669
PHASE1_TRAIN,2016-09-06,1,3,0,0.7121,1.2505,0.4915,0.1831,0.1708
PHASE1_TRAIN,2017-03-10,4,3,0,0.7119,1.2149,0.4797,0.2056,0.1995
PHASE1_TRAIN,2017-04-24,1,3,0,0.7119,1.2778,0.4903,0.2053,0.1985
PHASE2_UPGRADE,2023-10-04,1,2,0,0.7119,1.2893,0.4408,0.2088,0.1985
PHASE1_TRAIN,2018-03-26,1,2,0,0.7118,1.2688,0.4798,0.2126,0.208
PHASE3_TEST,2024-06-07,2,3,0,0.7117,1.3882,0.4435,0.2082,0.196
PHASE1_TRAIN,2017-07-20,2,3,0,0.7115,1.278,0.4959,0.2064,0.2001
PHASE1_TRAIN,2017-03-15,1,3,0,0.7114,1.2578,0.482,0.2053,0.199
PHASE1_TRAIN,2016-08-25,3,2,0,0.7113,0.8952,0.3958,0.2434,0.2364
PHASE1_TRAIN,2017-04-13,2,3,0,0.7112,1.2804,0.4842,0.2058,0.1995
PHASE1_TRAIN,2016-10-03,1,3,0,0.7111,1.1794,0.5164,0.1851,0.1724
PHASE1_TRAIN,2021-08-03,1,3,0,0.7111,1.3788,0.4468,0.2083,0.1985
PHASE1_TRAIN,2016-08-10,2,3,0,0.711,1.0257,0.522,0.1811,0.1682
PHASE1_TRAIN,2017-02-03,1,3,0,0.7108,1.2966,0.472,0.2045,0.199
PHASE1_TRAIN,2021-09-07,2,3,0,0.7107,1.4352,0.447,0.2082,0.198
PHASE1_TRAIN,2018-01-30,2,3,0,0.7106,1.288,0.4981,0.2072,0.2001
PHASE1_TRAIN,2016-11-09,4,3,0,0.7103,1.2323,0.4653,0.1962,0.1905
PHASE1_TRAIN,2016-10-17,3,2,0,0.7102,1.1971,0.4633,0.1785,0.1683
PHASE1_TRAIN,2016-11-08,3,1,0,0.7101,1.2085,0.4702,0.1912,0.1833
PHASE1_TRAIN,2017-02-09,1,3,0,0.71,1.2837,0.472,0.2045,0.1989
PHASE1_TRAIN,2017-12-06,2,4,0,0.71,1.4041,0.499,0.2057,0.198
PHASE3_TEST,2024-04-04,2,3,0,0.7099,1.3913,0.4418,0.2084,0.1968
PHASE1_TRAIN,2016-10-21,2,3,0,0.7097,1.1593,0.4658,0.1964,0.1909
PHASE1_TRAIN,2016-08-25,3,2,0,0.7096,1.0813,0.5401,0.1869,0.1749
PHASE1_TRAIN,2016-10-18,2,3,0,0.7096,1.2253,0.4661,0.1962,0.1907
PHASE1_TRAIN,2016-10-25,4,3,0,0.7094,1.2708,0.4654,0.1958,0.19
PHASE1_TRAIN,2017-05-15,1,3,0,0.7092,1.3438,0.4927,0.2082,0.2027
PHASE2_UPGRADE,2023-11-22,1,3,0,0.7091,1.3925,0.4399,0.2087,0.1983
PHASE1_TRAIN,2016-12-13,1,3,0,0.709,1.3159,0.4615,0.1989,0.1931
PHASE1_TRAIN,2017-08-09,1,3,0,0.709,1.3422,0.499,0.2077,0.2015
PHASE1_TRAIN,2017-05-09,2,3,0,0.7087,1.1965,0.4942,0.2081,0.2025
PHASE2_UPGRADE,2023-01-04,4,3,0,0.7085,1.4301,0.4352,0.209,0.2002
PHASE1_TRAIN,2016-10-18,2,3,0,0.7083,1.1964,0.4664,0.1889,0.1808
PHASE1_TRAIN,2017-11-03,3,2,0,0.7083,1.3951,0.5004,0.2069,0.2001
PHASE1_TRAIN,2016-12-15,2,3,0,0.7082,1.2422,0.4596,0.202,0.1962
PHASE1_TRAIN,2016-12-23,5,3,0,0.7081,1.2689,0.459,0.1984,0.1924
PHASE1_TRAIN,2018-03-20,1,2,0,0.7076,1.2968,0.4824,0.2119,0.207
PHASE1_TRAIN,2016-10-14,2,3,0,0.7075,1.268,0.4676,0.1886,0.1805
PHASE2_UPGRADE,2023-10-24,2,3,0,0.7073,1.4024,0.4397,0.2086,0.1982
PHASE1_TRAIN,2016-10-06,2,3,0,0.7069,1.2157,0.4908,0.1824,0.1707
PHASE1_TRAIN,2016-12-30,2,3,0,0.7069,1.1583,0.4608,0.2001,0.1941
PHASE1_TRAIN,2017-09-22,1,3,0,0.7068,1.2417,0.4943,0.206,0.1994
PHASE1_TRAIN,2019-03-05,2,3,0,0.7065,1.2581,0.4613,0.2122,0.2062
PHASE1_TRAIN,2018-10-10,2,3,0,0.7063,1.2265,0.4764,0.2127,0.2068
PHASE1_TRAIN,2018-05-29,2,3,0,0.7061,1.3455,0.48,0.2138,0.209
PHASE1_TRAIN,2019-11-01,1,3,0,0.7061,1.3824,0.4646,0.2096,0.2008
PHASE1_TRAIN,2017-01-18,1,3,0,0.7057,1.2335,0.4592,0.2032,0.1982
PHASE1_TRAIN,2017-10-26,1,3,0,0.7057,1.2972,0.4989,0.2066,0.1998
PHASE3_TEST,2024-02-27,1,3,0,0.7057,1.4063,0.4407,0.2084,0.197
PHASE1_TRAIN,2017-02-23,1,3,0,0.7056,1.2943,0.4776,0.2055,0.1995
PHASE1_TRAIN,2019-03-13,1,3,0,0.7056,1.3669,0.4621,0.2121,0.2059
PHASE1_TRAIN,2016-09-09,2,1,0,0.7054,1.143,0.484,0.1793,0.1672
PHASE1_TRAIN,2016-09-13,3,1,0,0.7052,1.3153,0.4915,0.1813,0.1689
PHASE1_TRAIN,2016-11-01,4,3,0,0.7051,1.1441,0.4623,0.1827,0.1737
PHASE1_TRAIN,2017-08-08,2,3,0,0.7051,1.2591,0.4985,0.2075,0.2011
PHASE1_TRAIN,2016-08-12,2,3,0,0.7049,1.169,0.5417,0.1882,0.1758
PHASE1_TRAIN,2016-10-12,2,3,0,0.7048,1.2383,0.4676,0.1886,0.1805
PHASE1_TRAIN,2017-10-25,2,3,0,0.7048,1.2391,0.4995,0.2064,0.1993
PHASE1_TRAIN,2020-11-26,3,1,0,0.7048,1.2756,0.4479,0.2098,0.201
PHASE1_TRAIN,2018-07-02,1,2,0,0.7047,1.2572,0.4798,0.2137,0.2087
PHASE1_TRAIN,2017-06-28,3,2,0,0.7046,1.3802,0.5013,0.2067,0.2003
PHASE1_TRAIN,2017-04-24,1,3,0,0.7045,1.3403,0.4933,0.2069,0.2006
PHASE3_TEST,2024-03-05,2,3,0,0.7044,1.4312,0.4407,0.2084,0.197
PHASE1_TRAIN,2017-03-15,1,3,0,0.7043,1.2673,0.4789,0.2057,0.1997
PHASE1_TRAIN,2016-09-07,2,3,0,0.7042,1.0907,0.4915,0.1833,0.1709
PHASE1_TRAIN,2016-08-10,2,3,0,0.7041,1.3083,0.5402,0.189,0.1751
PHASE1_TRAIN,2016-11-08,1,3,0,0.7041,1.2161,0.4693,0.1895,0.1814
PHASE1_TRAIN,2016-08-26,2,3,0,0.7035,1.0053,0.4531,0.186,0.1684
PHASE1_TRAIN,2018-02-09,3,2,0,0.7035,1.2504,0.491,0.2105,0.2047
PHASE1_TRAIN,2017-08-25,2,3,0,0.7033,1.3194,0.4993,0.2081,0.2022
PHASE1_TRAIN,2016-11-30,2,3,0,0.7032,1.2838,0.4592,0.2011,0.1952
PHASE1_TRAIN,2017-03-17,2,3,0,0.7029,1.2597,0.4727,0.2064,0.2015
PHASE1_TRAIN,2016-08-12,1,3,0,0.7028,1.2679,0.5201,0.1809,0.1678
PHASE1_TRAIN,2017-09-06,1,3,0,0.7027,1.3344,0.494,0.2063,0.1999
PHASE1_TRAIN,2016-07-28,1,3,0,0.7025,0.9555,0.3333,0.163,0.1463
PHASE1_TRAIN,2021-04-14,2,1,0,0.7021,1.3306,0.447,0.2093,0.2
PHASE1_TRAIN,2017-03-22,1,2,0,0.7018,1.2525,0.4722,0.2064,0.2014
PHASE3_TEST,2024-05-13,1,3,0,0.7018,1.3866,0.4425,0.2083,0.1964
PHASE1_TRAIN,2017-11-29,4,3,0,0.7017,1.3621,0.4989,0.2058,0.1981
PHASE1_TRAIN,2017-12-28,1,3,0,0.7017,1.195,0.4987,0.2067,0.1993
PHASE3_TEST,2024-03-20,1,3,0,0.7017,1.4264,0.4418,0.2084,0.1968
PHASE1_TRAIN,2016-09-28,3,1,0,0.7015,1.1501,0.4808,0.1793,0.1672
PHASE1_TRAIN,2018-07-24,4,3,0,0.7014,1.3572,0.4767,0.2124,0.2068
PHASE1_TRAIN,2017-03-16,2,3,0,0.7012,1.3019,0.475,0.2061,0.2007
PHASE1_TRAIN,2017-11-01,3,2,0,0.7012,1.4129,0.5004,0.2068,0.2
PHASE1_TRAIN,2018-04-16,1,3,0,0.7012,1.3485,0.479,0.213,0.2084
PHASE3_TEST,2024-05-07,1,3,0,0.701,1.4249,0.4425,0.2083,0.1964
PHASE1_TRAIN,2017-03-20,2,3,0,0.7008,1.2439,0.4774,0.2055,0.1996
PHASE1_TRAIN,2016-11-29,1,3,0,0.7007,1.3072,0.4613,0.1992,0.193
PHASE1_TRAIN,2017-05-05,1,3,0,0.7007,1.243,0.4988,0.2083,0.2022
PHASE1_TRAIN,2017-08-09,1,3,0,0.7006,1.3303,0.4991,0.2076,0.2017
PHASE1_TRAIN,2017-03-31,2,3,0,0.7005,1.2896,0.4891,0.2051,0.1983
PHASE1_TRAIN,2018-02-09,1,2,0,0.7005,1.3633,0.4882,0.2113,0.2059
PHASE1_TRAIN,2020-02-28,3,2,0,0.7004,1.3248,0.4662,0.2093,0.1994
PHASE1_TRAIN,2016-09-28,2,1,0,0.7001,1.1171,0.4962,0.1835,0.1706
PHASE1_TRAIN,2016-11-29,1,2,0,0.7,1.179,0.4603,0.1984,0.1925
PHASE3_TEST,2024-05-21,1,3,0,0.7,1.3792,0.4426,0.2083,0.1964
