phase,symbol,date,sample_key,y_true,y_pred,correct,confidence,entropy,cumulative_acc,balanced_acc,macro_f1,prob_vector,expert_weights,expert_preds,expert_conf,feature_oc_return,feature_day_range_pct
PHASE1_TRAIN,ADBE,2016-08-08,ADBE|2016-08-08,3,3,1,0.6816,1.5242,0.6364,0.4254,0.4307,"[0.104969, 0.082869, 0.681613, 0.081385, 0.049164]","{'sgd': 0.04507, 'pa': 0.86549, 'gnb': 0.04507, 'rule': 0.04438}","{'sgd': 3, 'pa': 3, 'gnb': 1, 'rule': 4}","{'sgd': 1.0, 'pa': 0.7236, 'gnb': 0.2, 'rule': 0.9286}",-0.004146,0.0066
PHASE1_TRAIN,ADBE,2016-08-09,ADBE|2016-08-09,3,3,1,0.7408,1.2491,0.6404,0.4266,0.4319,"[0.143377, 0.023133, 0.740782, 0.063893, 0.028815]","{'sgd': 0.0451, 'pa': 0.86614, 'gnb': 0.04438, 'rule': 0.04438}","{'sgd': 3, 'pa': 3, 'gnb': 1, 'rule': 4}","{'sgd': 1.0, 'pa': 0.7909, 'gnb': 0.2, 'rule': 0.9087}",0.004163,0.007583
PHASE1_TRAIN,ADBE,2016-08-10,ADBE|2016-08-10,1,3,0,0.4679,1.5754,0.6333,0.4174,0.4258,"[0.410707, 0.0168, 0.467915, 0.070004, 0.034573]","{'sgd': 0.0451, 'pa': 0.8662, 'gnb': 0.04435, 'rule': 0.04435}","{'sgd': 1, 'pa': 3, 'gnb': 1, 'rule': 4}","{'sgd': 1.0, 'pa': 0.5283, 'gnb': 0.2, 'rule': 0.851}",0.015338,0.021069
PHASE1_TRAIN,ADBE,2016-08-11,ADBE|2016-08-11,1,3,0,0.5195,1.7439,0.6264,0.4092,0.42,"[0.290905, 0.036081, 0.519452, 0.095681, 0.057881]","{'sgd': 0.05208, 'pa': 0.84551, 'gnb': 0.05121, 'rule': 0.05121}","{'sgd': 3, 'pa': 3, 'gnb': 1, 'rule': 4}","{'sgd': 0.9999, 'pa': 0.538, 'gnb': 0.2, 'rule': 0.8849}",0.007237,0.013189
PHASE1_TRAIN,ADBE,2016-08-12,ADBE|2016-08-12,3,1,0,0.644,1.5451,0.6196,0.4061,0.4145,"[0.644048, 0.03456, 0.1861, 0.087677, 0.047615]","{'sgd': 0.05189, 'pa': 0.83631, 'gnb': 0.05992, 'rule': 0.05189}","{'sgd': 1, 'pa': 1, 'gnb': 1, 'rule': 4}","{'sgd': 0.5, 'pa': 0.7224, 'gnb': 0.2, 'rule': 0.8998}",0.001586,0.011679
PHASE1_TRAIN,ADBE,2016-08-15,ADBE|2016-08-15,3,3,1,0.837,0.9332,0.6237,0.4073,0.4157,"[0.016662, 0.058562, 0.837049, 0.06514, 0.022588]","{'sgd': 0.0524, 'pa': 0.83535, 'gnb': 0.05985, 'rule': 0.0524}","{'sgd': 3, 'pa': 3, 'gnb': 1, 'rule': 4}","{'sgd': 1.0, 'pa': 0.9222, 'gnb': 0.2, 'rule': 0.8765}",-0.002865,0.007431
PHASE1_TRAIN,ADBE,2016-08-16,ADBE|2016-08-16,3,3,1,0.6446,1.4786,0.6277,0.4085,0.4169,"[0.217444, 0.02329, 0.644649, 0.074457, 0.04016]","{'sgd': 0.05332, 'pa': 0.85007, 'gnb': 0.05148, 'rule': 0.04513}","{'sgd': 1, 'pa': 3, 'gnb': 1, 'rule': 4}","{'sgd': 0.5064, 'pa': 0.7127, 'gnb': 0.2, 'rule': 0.8966}",9.9e-05,0.010537
PHASE1_TRAIN,ADBE,2016-08-17,ADBE|2016-08-17,2,3,0,0.4362,1.7321,0.6211,0.4026,0.4118,"[0.016748, 0.37304, 0.436152, 0.130392, 0.043668]","{'sgd': 0.04582, 'pa': 0.86403, 'gnb': 0.04507, 'rule': 0.04507}","{'sgd': 4, 'pa': 3, 'gnb': 1, 'rule': 4}","{'sgd': 1.0, 'pa': 0.4925, 'gnb': 0.2, 'rule': 0.8827}",-0.01052,0.013642
PHASE1_TRAIN,ADBE,2016-08-18,ADBE|2016-08-18,1,1,1,0.4575,1.7961,0.625,0.4084,0.4177,"[0.45747, 0.037297, 0.34665, 0.098392, 0.060191]","{'sgd': 0.05136, 'pa': 0.84592, 'gnb': 0.05136, 'rule': 0.05136}","{'sgd': 1, 'pa': 1, 'gnb': 1, 'rule': 4}","{'sgd': 1.0, 'pa': 0.4648, 'gnb': 0.2, 'rule': 0.911}",0.010743,0.01321
PHASE1_TRAIN,ADBE,2016-08-19,ADBE|2016-08-19,3,1,0,0.5662,1.6994,0.6186,0.4055,0.4125,"[0.566186, 0.043899, 0.24668, 0.089014, 0.054221]","{'sgd': 0.05172, 'pa': 0.8519, 'gnb': 0.05172, 'rule': 0.04466}","{'sgd': 3, 'pa': 1, 'gnb': 1, 'rule': 4}","{'sgd': 1.0, 'pa': 0.652, 'gnb': 0.2, 'rule': 0.9105}",-0.001194,0.008819
PHASE1_TRAIN,ADBE,2016-08-22,ADBE|2016-08-22,3,3,1,0.8394,0.9357,0.6224,0.4066,0.4136,"[0.037617, 0.027391, 0.839421, 0.070196, 0.025376]","{'sgd': 0.0601, 'pa': 0.83684, 'gnb': 0.05153, 'rule': 0.05153}","{'sgd': 3, 'pa': 3, 'gnb': 1, 'rule': 4}","{'sgd': 1.0, 'pa': 0.9168, 'gnb': 0.2, 'rule': 0.925}",0.0002,0.007582
PHASE1_TRAIN,ADBE,2016-08-23,ADBE|2016-08-23,1,3,0,0.5938,1.452,0.6162,0.3994,0.4087,"[0.300096, 0.014533, 0.59382, 0.064717, 0.026834]","{'sgd': 0.06098, 'pa': 0.84904, 'gnb': 0.04499, 'rule': 0.04499}","{'sgd': 1, 'pa': 3, 'gnb': 1, 'rule': 4}","{'sgd': 0.5, 'pa': 0.6518, 'gnb': 0.2, 'rule': 0.9142}",0.010678,0.010565
PHASE1_TRAIN,ADBE,2016-08-24,ADBE|2016-08-24,3,1,0,0.4071,1.8972,0.61,0.3966,0.4039,"[0.407087, 0.063707, 0.365163, 0.100792, 0.063251]","{'sgd': 0.07025, 'pa': 0.82683, 'gnb': 0.05183, 'rule': 0.05109}","{'sgd': 1, 'pa': 3, 'gnb': 1, 'rule': 4}","{'sgd': 0.9999, 'pa': 0.4268, 'gnb': 0.2, 'rule': 0.9154}",0.001881,0.008202
PHASE1_TRAIN,ADBE,2016-08-25,ADBE|2016-08-25,3,3,1,0.5321,1.5081,0.6139,0.3978,0.405,"[0.358667, 0.014097, 0.532132, 0.066669, 0.028435]","{'sgd': 0.06091, 'pa': 0.84811, 'gnb': 0.04549, 'rule': 0.04549}","{'sgd': 1, 'pa': 3, 'gnb': 1, 'rule': 4}","{'sgd': 1.0, 'pa': 0.615, 'gnb': 0.2, 'rule': 0.9131}",0.005339,0.008751
PHASE1_TRAIN,ADBE,2016-08-26,ADBE|2016-08-26,3,3,1,0.8275,0.9535,0.6176,0.3989,0.4061,"[0.017069, 0.034255, 0.827533, 0.094728, 0.026416]","{'sgd': 0.0521, 'pa': 0.85816, 'gnb': 0.04487, 'rule': 0.04487}","{'sgd': 3, 'pa': 3, 'gnb': 1, 'rule': 4}","{'sgd': 0.5, 'pa': 0.922, 'gnb': 0.2, 'rule': 0.9405}",0.00157,0.016353
PHASE1_TRAIN,ADBE,2016-08-29,ADBE|2016-08-29,3,3,1,0.7504,1.3017,0.6214,0.3999,0.4072,"[0.059406, 0.071707, 0.750376, 0.076016, 0.042495]","{'sgd': 0.05216, 'pa': 0.85906, 'gnb': 0.04439, 'rule': 0.04439}","{'sgd': 3, 'pa': 3, 'gnb': 1, 'rule': 4}","{'sgd': 1.0, 'pa': 0.8008, 'gnb': 0.2, 'rule': 0.9333}",0.003236,0.015445
PHASE1_TRAIN,ADBE,2016-08-30,ADBE|2016-08-30,3,3,1,0.8321,0.9704,0.625,0.401,0.4082,"[0.025846, 0.043331, 0.832094, 0.06875, 0.029979]","{'sgd': 0.05216, 'pa': 0.85914, 'gnb': 0.04435, 'rule': 0.04435}","{'sgd': 3, 'pa': 3, 'gnb': 1, 'rule': 4}","{'sgd': 1.0, 'pa': 0.8958, 'gnb': 0.2, 'rule': 0.9289}",-0.000882,0.008627
PHASE1_TRAIN,AMD,2016-07-22,AMD|2016-07-22,3,1,0,0.8061,1.0646,0.619,0.3984,0.4037,"[0.806124, 0.023496, 0.027849, 0.074126, 0.068406]","{'sgd': 0.05216, 'pa': 0.85915, 'gnb': 0.04435, 'rule': 0.04435}","{'sgd': 1, 'pa': 1, 'gnb': 1, 'rule': 4}","{'sgd': 0.2517, 'pa': 0.9016, 'gnb': 0.2, 'rule': 0.6332}",0.015598,0.039249
PHASE1_TRAIN,AMD,2016-07-25,AMD|2016-07-25,1,1,1,0.8943,0.6713,0.6226,0.4037,0.4091,"[0.894281, 0.036927, 0.011919, 0.046017, 0.010856]","{'sgd': 0.05161, 'pa': 0.84518, 'gnb': 0.05161, 'rule': 0.05161}","{'sgd': 1, 'pa': 1, 'gnb': 1, 'rule': 4}","{'sgd': 0.5, 'pa': 1.0, 'gnb': 0.2, 'rule': 0.6917}",0.153061,0.162242
PHASE1_TRAIN,AMD,2016-07-26,AMD|2016-07-26,3,2,0,0.8034,1.0985,0.6168,0.4012,0.4045,"[0.054992, 0.803419, 0.043986, 0.06584, 0.031763]","{'sgd': 0.05198, 'pa': 0.85136, 'gnb': 0.05198, 'rule': 0.04467}","{'sgd': 1, 'pa': 2, 'gnb': 1, 'rule': 4}","{'sgd': 0.5, 'pa': 0.9307, 'gnb': 0.2, 'rule': 0.7017}",0.032641,0.066078
PHASE1_TRAIN,AMD,2016-07-27,AMD|2016-07-27,3,2,0,0.8263,0.9838,0.6111,0.3987,0.4001,"[0.011888, 0.826315, 0.055, 0.060132, 0.046665]","{'sgd': 0.052, 'pa': 0.84399, 'gnb': 0.052, 'rule': 0.052}","{'sgd': 2, 'pa': 2, 'gnb': 1, 'rule': 4}","{'sgd': 0.3778, 'pa': 0.9307, 'gnb': 0.2, 'rule': 0.7042}",-0.025714,0.046921
PHASE1_TRAIN,AMD,2016-07-28,AMD|2016-07-28,3,3,1,0.6243,1.6623,0.6147,0.3998,0.4011,"[0.144792, 0.044848, 0.624257, 0.109343, 0.07676]","{'sgd': 0.05239, 'pa': 0.84284, 'gnb': 0.05239, 'rule': 0.05239}","{'sgd': 2, 'pa': 3, 'gnb': 1, 'rule': 4}","{'sgd': 0.5, 'pa': 0.6907, 'gnb': 0.2, 'rule': 0.7048}",0.013333,0.042398
PHASE1_TRAIN,AMD,2016-07-29,AMD|2016-07-29,3,3,1,0.7715,1.209,0.6182,0.4008,0.4021,"[0.08488, 0.033604, 0.77149, 0.070868, 0.039158]","{'sgd': 0.04544, 'pa': 0.86367, 'gnb': 0.04544, 'rule': 0.04544}","{'sgd': 2, 'pa': 3, 'gnb': 1, 'rule': 4}","{'sgd': 0.5, 'pa': 0.8503, 'gnb': 0.2, 'rule': 0.7623}",0.002928,0.030657
PHASE1_TRAIN,AMD,2016-08-01,AMD|2016-08-01,2,3,0,0.8687,0.7942,0.6126,0.3956,0.398,"[0.010583, 0.049103, 0.868715, 0.050566, 0.021033]","{'sgd': 0.04449, 'pa': 0.86652, 'gnb': 0.04449, 'rule': 0.04449}","{'sgd': 2, 'pa': 3, 'gnb': 1, 'rule': 4}","{'sgd': 0.5, 'pa': 0.9642, 'gnb': 0.2, 'rule': 0.6987}",-0.027697,0.053973
PHASE1_TRAIN,AMD,2016-08-02,AMD|2016-08-02,2,2,1,0.9113,0.5783,0.6161,0.4057,0.4084,"[0.011117, 0.911308, 0.011824, 0.051205, 0.014546]","{'sgd': 0.05139, 'pa': 0.84615, 'gnb': 0.05123, 'rule': 0.05123}","{'sgd': 2, 'pa': 2, 'gnb': 1, 'rule': 4}","{'sgd': 1.0, 'pa': 0.9898, 'gnb': 0.2, 'rule': 0.7103}",-0.057576,0.07717
